frame,cam_id,object_id,u,v
0,cam_1,1,680.5197143554688,1251.790771484375
0,cam_1,2,646.28759765625,770.253173828125
0,cam_1,3,577.5010986328125,1261.4544677734375
0,cam_1,4,1855.8165283203125,1301.000732421875
0,cam_1,5,1474.4658203125,922.6965942382812
0,cam_1,6,1644.239990234375,985.4711303710938
0,cam_1,7,1554.978515625,1125.3948974609375
0,cam_1,8,1832.76806640625,1086.4921875
0,cam_1,9,1624.644287109375,761.0732421875
0,cam_1,10,1423.91552734375,713.7351684570312
0,cam_1,11,51.55998992919922,483.6372375488281
0,cam_1,12,663.1187744140625,503.3917236328125
0,cam_1,13,1831.814697265625,470.07232666015625
1,cam_1,1,678.4656982421875,1252.9168701171875
1,cam_1,2,646.3377685546875,770.6983642578125
1,cam_1,3,582.2064208984375,1261.97705078125
1,cam_1,4,1853.8011474609375,1297.641845703125
1,cam_1,5,1472.71875,923.11279296875
1,cam_1,6,1637.8729248046875,986.9661865234375
1,cam_1,7,1582.2137451171875,1134.68896484375
1,cam_1,8,1836.88330078125,1091.8045654296875
1,cam_1,9,1624.23779296875,759.6005859375
1,cam_1,10,1423.581787109375,714.1998291015625
1,cam_1,11,51.36082458496094,483.7762451171875
1,cam_1,12,661.9493408203125,503.714111328125
2,cam_1,1,676.9866943359375,1252.552001953125
2,cam_1,2,646.3623046875,770.500732421875
2,cam_1,3,587.4292602539062,1262.5247802734375
2,cam_1,4,1850.275634765625,1292.4683837890625
2,cam_1,5,1471.260986328125,924.2904052734375
2,cam_1,6,1633.9366455078125,980.844482421875
2,cam_1,7,1591.95166015625,1142.1519775390625
2,cam_1,8,1843.867431640625,1105.309326171875
2,cam_1,9,1624.037353515625,758.5484619140625
2,cam_1,10,1423.39013671875,714.3359375
2,cam_1,11,51.340084075927734,483.72967529296875
2,cam_1,12,661.3424072265625,503.873291015625
3,cam_1,1,672.3406982421875,1251.650146484375
3,cam_1,2,646.328857421875,770.7973022460938
3,cam_1,3,589.1982421875,1262.463134765625
3,cam_1,4,1847.132080078125,1296.491455078125
3,cam_1,5,1468.7962646484375,929.9765625
3,cam_1,6,1615.502197265625,941.0969848632812
3,cam_1,7,1614.22900390625,1149.061767578125
3,cam_1,8,1851.564697265625,1123.27197265625
3,cam_1,9,1623.795654296875,759.9124755859375
3,cam_1,10,1423.163330078125,714.8131103515625
3,cam_1,11,51.51006317138672,483.9019775390625
3,cam_1,12,661.14990234375,503.948974609375
4,cam_1,1,666.9912719726562,1250.880615234375
4,cam_1,2,646.0984497070312,771.0474853515625
4,cam_1,3,583.9671630859375,1263.16259765625
4,cam_1,4,1842.2857666015625,1298.926513671875
4,cam_1,5,1469.902099609375,937.7666015625
4,cam_1,6,1605.13134765625,928.5305786132812
4,cam_1,7,1637.157958984375,1155.5220947265625
4,cam_1,8,1858.005615234375,1133.9061279296875
4,cam_1,9,1623.692138671875,758.40478515625
4,cam_1,10,1423.177978515625,714.869873046875
4,cam_1,11,51.468284606933594,483.8328857421875
4,cam_1,12,661.21044921875,503.947509765625
4,cam_1,14,583.34716796875,1262.240966796875
5,cam_1,1,663.16455078125,1251.095458984375
5,cam_1,2,646.0032348632812,771.5040283203125
5,cam_1,3,590.4986572265625,1260.488525390625
5,cam_1,4,1839.546142578125,1302.37841796875
5,cam_1,5,1471.503662109375,942.06005859375
5,cam_1,6,1623.931884765625,931.477783203125
5,cam_1,7,1667.198486328125,1159.242919921875
5,cam_1,8,1864.865234375,1140.1165771484375
5,cam_1,9,1624.654052734375,765.857666015625
5,cam_1,10,1423.3603515625,715.3596801757812
5,cam_1,11,51.135536193847656,483.81109619140625
5,cam_1,12,661.5872802734375,504.20758056640625
5,cam_1,14,586.073486328125,1261.00146484375
6,cam_1,1,661.9154663085938,1250.447998046875
6,cam_1,2,645.440185546875,771.9547729492188
6,cam_1,3,610.381591796875,1260.215087890625
6,cam_1,4,1834.877685546875,1304.271484375
6,cam_1,5,1474.33984375,942.005126953125
6,cam_1,6,1618.6561279296875,950.03857421875
6,cam_1,7,1682.4326171875,1161.1802978515625
6,cam_1,8,1870.9298095703125,1143.8067626953125
6,cam_1,9,1624.454833984375,764.5401611328125
6,cam_1,10,1423.26171875,715.6275634765625
6,cam_1,11,50.322261810302734,484.03680419921875
6,cam_1,12,661.1572265625,504.6170654296875
7,cam_1,1,665.9977416992188,1251.339599609375
7,cam_1,2,645.0537109375,772.1570434570312
7,cam_1,3,626.589599609375,1259.4228515625
7,cam_1,4,1831.795166015625,1305.94677734375
7,cam_1,5,1477.11328125,940.1142578125
7,cam_1,6,1606.5577392578125,964.53564453125
7,cam_1,7,1690.980224609375,1162.2125244140625
7,cam_1,8,1879.485595703125,1131.7060546875
7,cam_1,9,1624.687255859375,770.9305419921875
7,cam_1,10,1423.33837890625,715.62255859375
7,cam_1,11,50.21339416503906,484.01031494140625
7,cam_1,12,660.995849609375,504.73907470703125
8,cam_1,1,668.4622802734375,1251.2227783203125
8,cam_1,2,644.7803344726562,772.1722412109375
8,cam_1,3,630.4722900390625,1258.569580078125
8,cam_1,4,1829.278564453125,1306.2974853515625
8,cam_1,5,1479.707763671875,943.9557495117188
8,cam_1,6,1610.630859375,971.577880859375
8,cam_1,7,1694.4835205078125,1161.326171875
8,cam_1,9,1624.394287109375,780.9009399414062
8,cam_1,10,1423.29541015625,715.72900390625
8,cam_1,11,50.263553619384766,483.70391845703125
8,cam_1,12,660.7147827148438,505.04522705078125
8,cam_1,13,1828.721435546875,470.87548828125
9,cam_1,1,670.0252075195312,1251.4140625
9,cam_1,2,644.6444091796875,772.1292724609375
9,cam_1,3,636.4251708984375,1257.456787109375
9,cam_1,4,1825.4124755859375,1306.1282958984375
9,cam_1,5,1482.1378173828125,948.491943359375
9,cam_1,6,1609.45458984375,980.6344604492188
9,cam_1,7,1698.493408203125,1160.1177978515625
9,cam_1,9,1624.36083984375,786.0391845703125
9,cam_1,10,1423.155029296875,715.9320678710938
9,cam_1,11,49.51900863647461,483.32647705078125
9,cam_1,12,659.8215942382812,505.44281005859375
9,cam_1,13,1828.355712890625,470.9545593261719
10,cam_1,2,644.3316650390625,772.33984375
10,cam_1,3,639.7237548828125,1252.0509033203125
10,cam_1,4,1822.978759765625,1306.4664306640625
10,cam_1,5,1483.713623046875,956.697509765625
10,cam_1,6,1597.61083984375,993.9393310546875
10,cam_1,7,1696.3701171875,1158.164794921875
10,cam_1,9,1624.72265625,788.25244140625
10,cam_1,10,1422.95361328125,716.4663696289062
10,cam_1,11,49.4345703125,483.5688171386719
10,cam_1,12,659.3628540039062,506.02667236328125
10,cam_1,13,1828.155517578125,471.54315185546875
10,cam_1,14,614.9678344726562,1253.9666748046875
11,cam_1,2,644.1146240234375,772.6538696289062
11,cam_1,3,639.0001220703125,1248.98876953125
11,cam_1,4,1816.59619140625,1307.899169921875
11,cam_1,5,1483.48095703125,968.5140380859375
11,cam_1,6,1589.833984375,1018.7716064453125
11,cam_1,7,1701.109130859375,1154.518798828125
11,cam_1,9,1624.929443359375,788.0631103515625
11,cam_1,10,1423.02783203125,716.9808349609375
11,cam_1,11,49.3656005859375,483.6566162109375
11,cam_1,12,659.339599609375,506.3239440917969
11,cam_1,13,1828.207275390625,472.1797180175781
11,cam_1,14,609.9906005859375,1253.6103515625
11,cam_1,1,675.64599609375,1254.8526611328125
12,cam_1,2,644.4221801757812,772.8883056640625
12,cam_1,4,1808.685546875,1307.251953125
12,cam_1,5,1483.0079345703125,978.841552734375
12,cam_1,6,1573.03857421875,1041.308837890625
12,cam_1,7,1709.413818359375,1148.7607421875
12,cam_1,9,1624.76806640625,788.5338134765625
12,cam_1,10,1422.9686279296875,716.5140380859375
12,cam_1,11,49.33586883544922,484.0067138671875
12,cam_1,12,659.1195068359375,506.6829833984375
12,cam_1,13,1828.0054931640625,472.93499755859375
12,cam_1,14,620.4710693359375,1246.614501953125
13,cam_1,2,644.10693359375,773.6036987304688
13,cam_1,4,1801.7496337890625,1305.4068603515625
13,cam_1,5,1481.5164794921875,988.05810546875
13,cam_1,6,1562.6754150390625,1055.316162109375
13,cam_1,7,1712.800048828125,1144.110595703125
13,cam_1,9,1624.57470703125,789.4347534179688
13,cam_1,10,1422.6907958984375,716.893310546875
13,cam_1,11,49.012176513671875,484.2864990234375
13,cam_1,12,658.6669921875,506.8980712890625
13,cam_1,13,1827.2760009765625,473.2555236816406
13,cam_1,14,630.1956787109375,1242.6331787109375
14,cam_1,2,643.63525390625,774.1348876953125
14,cam_1,4,1792.581787109375,1302.001953125
14,cam_1,5,1481.594970703125,995.246337890625
14,cam_1,6,1552.033203125,1067.0758056640625
14,cam_1,7,1711.058349609375,1131.73974609375
14,cam_1,9,1624.15771484375,789.5615234375
14,cam_1,10,1422.07568359375,717.4331665039062
14,cam_1,12,657.8533935546875,507.1178283691406
14,cam_1,13,1826.91796875,473.42315673828125
14,cam_1,14,629.646240234375,1241.179931640625
15,cam_1,2,643.1851806640625,774.7613525390625
15,cam_1,4,1782.491943359375,1303.8427734375
15,cam_1,5,1479.0478515625,1004.241455078125
15,cam_1,6,1549.23291015625,1071.2752685546875
15,cam_1,7,1704.7044677734375,1119.7779541015625
15,cam_1,9,1623.6824951171875,790.0540771484375
15,cam_1,10,1421.6490478515625,717.8612060546875
15,cam_1,12,657.5753173828125,507.3605651855469
15,cam_1,13,1826.7366943359375,473.76739501953125
15,cam_1,14,628.2484130859375,1240.67822265625
15,cam_1,11,47.36212158203125,485.3038330078125
16,cam_1,2,642.9613037109375,775.1434326171875
16,cam_1,4,1774.4150390625,1303.157958984375
16,cam_1,6,1532.626953125,1070.4486083984375
16,cam_1,7,1698.0709228515625,1110.6719970703125
16,cam_1,9,1623.0706787109375,790.23388671875
16,cam_1,10,1421.1572265625,718.496337890625
16,cam_1,12,657.2225952148438,507.92303466796875
16,cam_1,13,1826.63623046875,474.2386169433594
16,cam_1,14,623.717529296875,1242.137939453125
16,cam_1,11,46.592445373535156,485.9410095214844
17,cam_1,2,642.6343383789062,775.4835205078125
17,cam_1,4,1770.236572265625,1303.04443359375
17,cam_1,6,1513.79345703125,1080.314208984375
17,cam_1,7,1690.5556640625,1076.2464599609375
17,cam_1,9,1622.776611328125,790.343994140625
17,cam_1,10,1420.8017578125,718.9052734375
17,cam_1,12,656.614501953125,508.6940002441406
17,cam_1,13,1826.4744873046875,474.6806640625
17,cam_1,11,45.96580505371094,486.27545166015625
18,cam_1,2,641.8602905273438,775.5738525390625
18,cam_1,4,1766.609130859375,1302.4603271484375
18,cam_1,6,1498.202392578125,1083.284423828125
18,cam_1,7,1689.655517578125,1057.2718505859375
18,cam_1,9,1622.23193359375,790.7260131835938
18,cam_1,10,1420.392333984375,719.3494262695312
18,cam_1,12,656.155029296875,509.5498046875
18,cam_1,13,1826.552001953125,475.260986328125
18,cam_1,11,45.34080505371094,486.3551940917969
18,cam_1,14,624.1373291015625,1251.340087890625
19,cam_1,2,641.629150390625,775.6451416015625
19,cam_1,4,1763.27783203125,1302.80126953125
19,cam_1,6,1490.87744140625,1090.307861328125
19,cam_1,7,1691.19873046875,1057.90087890625
19,cam_1,9,1621.994873046875,790.642333984375
19,cam_1,10,1420.301025390625,719.6231689453125
19,cam_1,12,656.3853759765625,509.93499755859375
19,cam_1,13,1826.79833984375,475.51226806640625
19,cam_1,11,45.39567184448242,486.310546875
19,cam_1,14,625.9326782226562,1259.26904296875
19,cam_1,5,1495.0885009765625,961.701416015625
20,cam_1,2,641.3660278320312,775.7649536132812
20,cam_1,4,1761.39306640625,1300.6650390625
20,cam_1,6,1474.3140869140625,1095.2147216796875
20,cam_1,9,1621.6402587890625,791.160400390625
20,cam_1,10,1420.33740234375,719.9505615234375
20,cam_1,12,656.0809326171875,510.23602294921875
20,cam_1,13,1826.948486328125,475.84027099609375
20,cam_1,11,45.45569610595703,486.4981689453125
20,cam_1,14,628.2136840820312,1261.4609375
20,cam_1,5,1490.64208984375,963.0174560546875
21,cam_1,2,641.123291015625,775.901123046875
21,cam_1,4,1759.799560546875,1299.451904296875
21,cam_1,6,1465.478515625,1105.763916015625
21,cam_1,9,1621.0809326171875,791.46875
21,cam_1,10,1420.3056640625,719.8299560546875
21,cam_1,12,655.5562744140625,510.35174560546875
21,cam_1,13,1826.826171875,475.8441162109375
21,cam_1,11,45.43107223510742,486.58331298828125
21,cam_1,14,632.8717041015625,1261.537109375
21,cam_1,5,1481.712646484375,956.4864501953125
21,cam_1,19,698.358154296875,1202.149169921875
21,cam_1,7,1651.850830078125,1070.079345703125
22,cam_1,2,641.0027465820312,776.090576171875
22,cam_1,4,1758.7708740234375,1297.3173828125
22,cam_1,6,1452.715087890625,1096.085693359375
22,cam_1,9,1620.6536865234375,791.2138671875
22,cam_1,10,1420.232666015625,720.044189453125
22,cam_1,12,655.3946533203125,510.4164733886719
22,cam_1,13,1827.0301513671875,475.7645263671875
22,cam_1,11,45.06678771972656,486.86114501953125
22,cam_1,14,643.4411010742188,1259.85595703125
22,cam_1,5,1477.62109375,974.5674438476562
22,cam_1,19,704.5904541015625,1195.378173828125
22,cam_1,21,704.8284912109375,1102.06787109375
22,cam_1,7,1646.18701171875,1067.93408203125
23,cam_1,2,641.014404296875,776.1240234375
23,cam_1,4,1758.6466064453125,1296.89404296875
23,cam_1,6,1431.784912109375,1090.15966796875
23,cam_1,9,1620.6380615234375,791.0272216796875
23,cam_1,10,1420.062744140625,720.4497680664062
23,cam_1,12,655.157958984375,510.66192626953125
23,cam_1,13,1827.2591552734375,475.83001708984375
23,cam_1,11,44.68142318725586,488.0428466796875
23,cam_1,14,651.0360107421875,1260.1126708984375
23,cam_1,5,1472.3563232421875,977.44384765625
23,cam_1,19,706.9501953125,1188.25537109375
23,cam_1,21,706.8411254882812,1092.931396484375
23,cam_1,7,1631.717041015625,1065.5992431640625
24,cam_1,2,640.4599609375,776.19287109375
24,cam_1,4,1759.071044921875,1297.28955078125
24,cam_1,6,1403.0205078125,1082.320068359375
24,cam_1,9,1620.6580810546875,791.0784912109375
24,cam_1,10,1419.94580078125,720.87939453125
24,cam_1,12,654.7815551757812,510.64398193359375
24,cam_1,11,43.86760330200195,488.01678466796875
24,cam_1,14,658.4500732421875,1257.75
24,cam_1,5,1469.4775390625,977.9677734375
24,cam_1,19,711.664306640625,1176.080810546875
24,cam_1,7,1620.2530517578125,1059.999267578125
25,cam_1,2,640.302734375,776.611328125
25,cam_1,4,1759.45556640625,1301.5869140625
25,cam_1,6,1375.640625,1072.18212890625
25,cam_1,9,1620.8193359375,790.84814453125
25,cam_1,10,1419.8485107421875,721.4407348632812
25,cam_1,12,654.2447509765625,510.71954345703125
25,cam_1,11,43.30147171020508,488.72802734375
25,cam_1,14,666.2666625976562,1254.8538818359375
25,cam_1,5,1467.787353515625,978.7233276367188
25,cam_1,7,1613.625,1056.918701171875
25,cam_1,21,714.4554443359375,1072.6871337890625
26,cam_1,2,640.2103271484375,776.661376953125
26,cam_1,4,1760.582275390625,1303.677001953125
26,cam_1,6,1341.89697265625,1067.519287109375
26,cam_1,9,1620.087890625,791.2418212890625
26,cam_1,10,1419.591796875,721.60791015625
26,cam_1,12,653.5694580078125,511.04156494140625
26,cam_1,11,43.28959655761719,489.4261474609375
26,cam_1,14,671.6390380859375,1250.7900390625
26,cam_1,5,1463.80078125,974.4202880859375
26,cam_1,7,1607.974609375,1054.183837890625
26,cam_1,19,716.4874267578125,1125.9478759765625
27,cam_1,2,640.0830078125,776.7261962890625
27,cam_1,4,1762.193359375,1304.677490234375
27,cam_1,6,1309.3662109375,1063.6717529296875
27,cam_1,9,1618.8739013671875,791.6021728515625
27,cam_1,10,1419.1116943359375,722.0816650390625
27,cam_1,12,652.780517578125,511.42913818359375
27,cam_1,11,44.7002067565918,489.5981750488281
27,cam_1,14,679.1239013671875,1249.4593505859375
27,cam_1,5,1460.1414794921875,972.202880859375
27,cam_1,7,1619.4154052734375,1054.915283203125
27,cam_1,19,718.3480224609375,1105.299072265625
27,cam_1,13,1824.1680908203125,475.0947265625
28,cam_1,2,639.6969604492188,776.984130859375
28,cam_1,4,1764.69775390625,1304.88037109375
28,cam_1,6,1277.317626953125,1064.25244140625
28,cam_1,9,1617.8427734375,792.2100830078125
28,cam_1,10,1418.798095703125,722.440673828125
28,cam_1,12,652.6005859375,511.604736328125
28,cam_1,11,45.49265670776367,489.9181213378906
28,cam_1,14,685.8753051757812,1247.19970703125
28,cam_1,5,1454.4046630859375,971.4970092773438
28,cam_1,7,1618.188232421875,1055.9190673828125
28,cam_1,19,720.219482421875,1094.345947265625
28,cam_1,13,1824.032470703125,475.14825439453125
29,cam_1,2,639.5034790039062,777.4815063476562
29,cam_1,4,1768.336181640625,1305.537841796875
29,cam_1,6,1251.8948974609375,1062.80615234375
29,cam_1,9,1617.81005859375,792.659423828125
29,cam_1,10,1418.6317138671875,722.4195556640625
29,cam_1,12,652.5870971679688,512.19287109375
29,cam_1,11,45.424461364746094,490.39105224609375
29,cam_1,14,692.0106201171875,1248.492431640625
29,cam_1,5,1446.803466796875,970.5189819335938
29,cam_1,7,1601.88232421875,1054.0675048828125
29,cam_1,19,724.2418823242188,1091.4146728515625
29,cam_1,13,1823.7286376953125,475.72412109375
30,cam_1,2,639.311767578125,777.7882080078125
30,cam_1,4,1770.574951171875,1305.72021484375
30,cam_1,6,1222.052978515625,1059.7618408203125
30,cam_1,9,1617.321533203125,792.6610107421875
30,cam_1,10,1417.7431640625,722.6986083984375
30,cam_1,12,652.0382080078125,512.6282348632812
30,cam_1,11,43.49699401855469,490.4552001953125
30,cam_1,14,698.12890625,1248.450927734375
30,cam_1,7,1548.156494140625,1053.1492919921875
30,cam_1,19,727.1591186523438,1092.4837646484375
30,cam_1,13,1823.4886474609375,476.487060546875
31,cam_1,2,638.7327270507812,777.7613525390625
31,cam_1,4,1772.83203125,1305.70263671875
31,cam_1,6,1190.138427734375,1054.1773681640625
31,cam_1,9,1616.655517578125,793.0140380859375
31,cam_1,10,1416.7216796875,723.0284423828125
31,cam_1,12,651.341552734375,512.8097534179688
31,cam_1,11,40.95194625854492,490.4998779296875
31,cam_1,14,703.97900390625,1250.04638671875
31,cam_1,7,1522.23046875,1023.710693359375
31,cam_1,19,733.6558227539062,1075.3818359375
31,cam_1,13,1822.33544921875,476.7337646484375
31,cam_1,27,1871.3470458984375,819.7066650390625
32,cam_1,2,637.82275390625,777.7838134765625
32,cam_1,4,1774.16796875,1305.084716796875
32,cam_1,6,1163.9400634765625,1047.732177734375
32,cam_1,9,1615.96142578125,793.9337158203125
32,cam_1,10,1415.9034423828125,722.8565673828125
32,cam_1,12,651.1361083984375,513.3292236328125
32,cam_1,11,40.88970947265625,490.9955139160156
32,cam_1,14,709.8750610351562,1250.7325439453125
32,cam_1,7,1510.68359375,1033.744384765625
32,cam_1,19,740.9522094726562,1083.5594482421875
32,cam_1,13,1821.633544921875,476.9713134765625
32,cam_1,27,1869.275146484375,823.0020751953125
33,cam_1,2,636.6844482421875,778.07470703125
33,cam_1,4,1776.339111328125,1304.0244140625
33,cam_1,6,1145.816162109375,1033.14208984375
33,cam_1,9,1615.27685546875,794.1271362304688
33,cam_1,10,1415.111328125,723.38525390625
33,cam_1,12,650.5676879882812,513.5353393554688
33,cam_1,14,716.4102783203125,1249.57470703125
33,cam_1,7,1508.216796875,1007.990478515625
33,cam_1,19,746.983642578125,1084.85888671875
33,cam_1,13,1820.73291015625,477.35980224609375
33,cam_1,27,1865.582275390625,809.5037841796875
34,cam_1,2,635.2125244140625,778.444091796875
34,cam_1,4,1779.123046875,1303.452880859375
34,cam_1,6,1126.933837890625,1023.41845703125
34,cam_1,9,1613.4876708984375,795.0165405273438
34,cam_1,10,1414.404052734375,724.13916015625
34,cam_1,12,650.13623046875,513.8529052734375
34,cam_1,14,719.912353515625,1249.24951171875
34,cam_1,7,1504.606201171875,995.54052734375
34,cam_1,19,752.059814453125,1086.5806884765625
34,cam_1,13,1819.5283203125,477.61395263671875
34,cam_1,27,1868.7537841796875,803.6708984375
35,cam_1,2,633.6673583984375,778.8001098632812
35,cam_1,4,1781.5869140625,1302.605224609375
35,cam_1,6,1120.216796875,1021.0128173828125
35,cam_1,9,1611.63623046875,795.333251953125
35,cam_1,10,1413.8797607421875,724.8209228515625
35,cam_1,12,649.0399169921875,514.1759033203125
35,cam_1,14,724.5236206054688,1248.744873046875
35,cam_1,7,1493.6063232421875,988.7239990234375
35,cam_1,19,758.4148559570312,1103.149169921875
35,cam_1,13,1818.05322265625,478.56890869140625
35,cam_1,27,1875.3446044921875,808.31591796875
35,cam_1,38,760.5972900390625,1140.87109375
36,cam_1,2,631.1783447265625,778.7509765625
36,cam_1,4,1785.19482421875,1301.5771484375
36,cam_1,6,1125.23974609375,1019.420654296875
36,cam_1,9,1600.066162109375,795.9739990234375
36,cam_1,10,1412.821533203125,724.2252197265625
36,cam_1,12,647.4537963867188,514.6744384765625
36,cam_1,14,729.6458129882812,1247.673095703125
36,cam_1,7,1467.207763671875,1001.6995849609375
36,cam_1,19,762.1851196289062,1099.338623046875
36,cam_1,27,1880.98291015625,830.487548828125
37,cam_1,2,629.4869995117188,778.8526000976562
37,cam_1,4,1789.218017578125,1300.724365234375
37,cam_1,6,1123.548095703125,1017.817626953125
37,cam_1,9,1603.50537109375,796.5783081054688
37,cam_1,10,1412.0042724609375,723.652099609375
37,cam_1,12,645.7560424804688,514.4833984375
37,cam_1,14,732.857666015625,1247.646240234375
37,cam_1,19,764.2904052734375,1104.14111328125
37,cam_1,27,1878.5101318359375,839.666748046875
37,cam_1,5,1418.833984375,981.5831298828125
37,cam_1,13,1815.0498046875,480.3712158203125
37,cam_1,38,763.9234619140625,1137.83544921875
38,cam_1,2,627.6337890625,778.8367919921875
38,cam_1,4,1793.6966552734375,1299.7021484375
38,cam_1,6,1117.7335205078125,1012.8446044921875
38,cam_1,9,1604.8709716796875,797.351806640625
38,cam_1,10,1410.2032470703125,724.32958984375
38,cam_1,14,734.9141845703125,1247.44384765625
38,cam_1,19,765.1441650390625,1102.546875
38,cam_1,27,1875.70703125,865.60888671875
38,cam_1,5,1399.7491455078125,1007.731201171875
38,cam_1,13,1813.4017333984375,481.82958984375
38,cam_1,38,764.3394775390625,1139.0618896484375
39,cam_1,2,625.9348754882812,779.1083984375
39,cam_1,4,1796.67919921875,1298.902099609375
39,cam_1,6,1088.9765625,1009.4276123046875
39,cam_1,9,1605.8466796875,798.2059936523438
39,cam_1,10,1408.963623046875,725.3191528320312
39,cam_1,14,737.3631591796875,1245.712890625
39,cam_1,19,766.626953125,1106.71142578125
39,cam_1,27,1870.9774169921875,875.594970703125
39,cam_1,5,1384.184814453125,1010.9630126953125
39,cam_1,38,765.6510009765625,1133.7349853515625
39,cam_1,7,1486.44482421875,925.9451293945312
40,cam_1,2,622.1474609375,780.1304931640625
40,cam_1,4,1799.4862060546875,1298.3009033203125
40,cam_1,6,1053.77587890625,1000.3405151367188
40,cam_1,9,1605.895263671875,799.0365600585938
40,cam_1,10,1407.6611328125,727.6959228515625
40,cam_1,14,738.0841064453125,1247.9923095703125
40,cam_1,19,767.41455078125,1106.142578125
40,cam_1,27,1864.393798828125,878.1099853515625
40,cam_1,5,1355.734619140625,997.3331298828125
40,cam_1,7,1488.19970703125,912.9683837890625
41,cam_1,2,617.990478515625,783.1221923828125
41,cam_1,4,1801.204345703125,1297.998291015625
41,cam_1,6,1054.249267578125,985.8404541015625
41,cam_1,9,1605.8531494140625,800.387939453125
41,cam_1,10,1406.370361328125,730.09619140625
41,cam_1,14,739.573486328125,1247.694580078125
41,cam_1,19,770.9793701171875,1094.3682861328125
41,cam_1,27,1860.71875,889.5938720703125
41,cam_1,5,1325.241455078125,988.96923828125
